title,url,replies,views,cleaned_title,sentiment
"Who wins Penn, Michigan, and Wisconsin?",https://debatepolitics.com/threads/who-wins-penn-michigan-and-wisconsin.549173/,14,166,win penn michigan wisconsin,0.8
Trump's tax cuts for the rich,https://debatepolitics.com/threads/trumps-tax-cuts-for-the-rich.549054/,43,381,trump tax cut rich,0.375
Trump tackles child care,https://debatepolitics.com/threads/trump-tackles-child-care.549033/,210,2K,trump tackle child care,0.0
Trump tells Haley voters that he does not want their vote.,https://debatepolitics.com/threads/trump-tells-haley-voters-that-he-does-not-want-their-vote.549127/,29,349,trump tell haley voter want vote,0.0
NAACP calls for University of South Carolina to cancel ‘roast’ of Harris,https://debatepolitics.com/threads/naacp-calls-for-university-of-south-carolina-to-cancel-%E2%80%98roast%E2%80%99-of-harris.549166/,12,147,naacp call university south carolina cancel roast harris,0.0
Biggest Flip-Flopper In the Room,https://debatepolitics.com/threads/biggest-flip-flopper-in-the-room.548679/,25,303,biggest flipflopper room,0.0
Don't Forget:  Trump Is Putin's Puppet,https://debatepolitics.com/threads/dont-forget-trump-is-putins-puppet.549156/,7,108,dont forget trump putin puppet,0.0
Harris does another interview.....,https://debatepolitics.com/threads/harris-does-another-interview.549129/,5,139,harris another interview,0.0
(CNN) Start of voting in North Carolina to be further delayed due to RFK Jr. ballot challenge,https://debatepolitics.com/threads/cnn-start-of-voting-in-north-carolina-to-be-further-delayed-due-to-rfk-jr-ballot-challenge.549109/,5,90,cnn start voting north carolina delayed due rfk jr ballot challenge,-0.125
Pootin loves Commyla,https://debatepolitics.com/threads/pootin-loves-commyla.549036/,79,541,pootin love commyla,0.5
Kamala's Wishes for the Border,https://debatepolitics.com/threads/kamalas-wishes-for-the-border.549083/,46,386,kamalas wish border,0.0
(NBC)  Judge delays Trump sentencing in hush money case until November,https://debatepolitics.com/threads/nbc-judge-delays-trump-sentencing-in-hush-money-case-until-november.549113/,11,144,nbc judge delay trump sentencing hush money case november,0.0
Trump says that he had every right to meddle on the 2020 election.,https://debatepolitics.com/threads/trump-says-that-he-had-every-right-to-meddle-on-the-2020-election.548781/,122,965,trump say every right meddle election,0.2857142857142857
"""Sanewashing"": how the media manipulates Trump's statements to make them more sane",https://debatepolitics.com/threads/sanewashing-how-the-media-manipulates-trumps-statements-to-make-them-more-sane.549081/,5,168,sanewashing medium manipulates trump statement make sane,0.0
Forget the Truth: James Carville Urges Fact-Checkers and News to Ditch “Impartial” Reporting to Help Democrats,https://debatepolitics.com/threads/forget-the-truth-james-carville-urges-fact-checkers-and-news-to-ditch-%E2%80%9Cimpartial%E2%80%9D-reporting-to-help-democrats.549069/,8,166,forget truth james carville urge factcheckers news ditch impartial reporting help democrat,0.0
Trump to back Musk's proposal for government efficiency commission,https://debatepolitics.com/threads/trump-to-back-musks-proposal-for-government-efficiency-commission.549013/,19,135,trump back musk proposal government efficiency commission,0.0
Another clip of JD Vance hating on working women uncovered,https://debatepolitics.com/threads/another-clip-of-jd-vance-hating-on-working-women-uncovered.548648/,36,452,another clip jd vance hating working woman uncovered,0.0
"Harris breaks with Biden on capital gains, calls for 28% top rate",https://debatepolitics.com/threads/harris-breaks-with-biden-on-capital-gains-calls-for-28-top-rate.548986/,23,188,harris break biden capital gain call top rate,0.5
Boston Globe Is Reporting That the Trump Campaign is Losing NH,https://debatepolitics.com/threads/boston-globe-is-reporting-that-the-trump-campaign-is-losing-nh.548821/,33,379,boston globe reporting trump campaign losing nh,0.0
Trump Addresses NY Economic Club,https://debatepolitics.com/threads/trump-addresses-ny-economic-club.549025/,16,168,trump address ny economic club,0.2
(Axios)  Trump says Musk would head a government efficiency commission if he's re-elected,https://debatepolitics.com/threads/axios-trump-says-musk-would-head-a-government-efficiency-commission-if-hes-re-elected.549026/,5,67,axios trump say musk would head government efficiency commission he reelected,0.0
Who wins Michigan?,https://debatepolitics.com/threads/who-wins-michigan.549004/,13,162,win michigan,0.8
[LIVE]  CNN Harris-Walz Interview - 29 AUG 2024,https://debatepolitics.com/threads/live-cnn-harris-walz-interview-29-aug-2024.548550/,583,6K,live cnn harriswalz interview aug,0.13636363636363635
"Is Trump running out of money, or is he sick, or...",https://debatepolitics.com/threads/is-trump-running-out-of-money-or-is-he-sick-or.548885/,64,582,trump running money sick,-0.7142857142857143
Trump's play by play of Harris’s speech,https://debatepolitics.com/threads/trumps-play-by-play-of-harris%E2%80%99s-speech.548003/,211,2K,trump play play harris speech,0.0
So when's the next interview?,https://debatepolitics.com/threads/so-whens-the-next-interview.548859/,123,888,whens next interview,0.0
Phenomenal Political Ad 😂😂😂😂,https://debatepolitics.com/threads/phenomenal-political-ad-%F0%9F%98%82%F0%9F%98%82%F0%9F%98%82%F0%9F%98%82.548957/,31,267,phenomenal political ad,0.25
That woman is a COMMIE!,https://debatepolitics.com/threads/that-woman-is-a-commie.548896/,14,248,woman commie,0.0
"Presidential race is a tossup in Michigan with 2 months to go, poll finds",https://debatepolitics.com/threads/presidential-race-is-a-tossup-in-michigan-with-2-months-to-go-poll-finds.548936/,12,146,presidential race tossup michigan month go poll find,0.0
Trump ridiculed after accusing Kamala Harris of mistreating Mike Pence,https://debatepolitics.com/threads/trump-ridiculed-after-accusing-kamala-harris-of-mistreating-mike-pence.548791/,16,197,trump ridiculed accusing kamala_harris mistreating mike penny,0.0
"Quite the accent today, Kamala",https://debatepolitics.com/threads/quite-the-accent-today-kamala.548825/,391,3K,quite accent today kamala,0.0
Trump wants govt. shutdown over illegal voting.,https://debatepolitics.com/threads/trump-wants-govt-shutdown-over-illegal-voting.548837/,18,218,trump want govt shutdown illegal voting,-0.5
The Power of Clemency and Pardons,https://debatepolitics.com/threads/the-power-of-clemency-and-pardons.548916/,9,147,power clemency pardon,0.0
JD Vance takes 'Worst VP pick EVER!' crown from Sarah Palin,https://debatepolitics.com/threads/jd-vance-takes-worst-vp-pick-ever-crown-from-sarah-palin.548899/,35,346,jd vance take worst vp pick ever crown sarah palin,-1.0
Trump has been listening to RFK Jr,https://debatepolitics.com/threads/trump-has-been-listening-to-rfk-jr.548800/,21,229,trump listening rfk jr,0.0
"Before the debate, what are Trump's weak spots?",https://debatepolitics.com/threads/before-the-debate-what-are-trumps-weak-spots.548905/,9,139,debate trump weak spot,-0.375
Looks Like Kamala Is About To Chicken Out of Debating Trump,https://debatepolitics.com/threads/looks-like-kamala-is-about-to-chicken-out-of-debating-trump.548684/,159,2K,look like kamala chicken debating trump,-0.6
The Illusion of  Elections and Democracy in America,https://debatepolitics.com/threads/the-illusion-of-elections-and-democracy-in-america.548812/,16,173,illusion election democracy america,0.0
The problem with Donald Trump is he has never got high.,https://debatepolitics.com/threads/the-problem-with-donald-trump-is-he-has-never-got-high.548884/,10,146,problem donald_trump never got high,0.16
Trump Desecrates Arlington National Cemetery in Prohibited Photo-Op,https://debatepolitics.com/threads/trump-desecrates-arlington-national-cemetery-in-prohibited-photo-op.548308/,628,5K,trump desecrates arlington national cemetery prohibited photoop,0.0
Please decipher this…..,https://debatepolitics.com/threads/please-decipher-this%E2%80%A6.548863/,23,251,please decipher,0.0
Harris will be the first biracial woman president!,https://debatepolitics.com/threads/harris-will-be-the-first-biracial-woman-president.548892/,3,93,harris first biracial woman president,0.25
Harris's economic proposals,https://debatepolitics.com/threads/harriss-economic-proposals.548874/,19,160,harris economic proposal,0.2
Trump confesses to interfering in the election on Fox of all places. You can't make this stuff up.,https://debatepolitics.com/threads/trump-confesses-to-interfering-in-the-election-on-fox-of-all-places-you-cant-make-this-stuff-up.548789/,51,562,trump confesses interfering election fox place cant make stuff,0.0
Where is Kamala?,https://debatepolitics.com/threads/where-is-kamala.548362/,67,566,kamala,0.0
"Woo hoo, First thread. Who’s gonna win?",https://debatepolitics.com/threads/woo-hoo-first-thread-who%E2%80%99s-gonna-win.547120/,39,435,woo hoo first thread who gon na win,0.525
Walz Political Origin Story is a fake as his war time service,https://debatepolitics.com/threads/walz-political-origin-story-is-a-fake-as-his-war-time-service.548675/,35,293,walz political origin story fake war time service,-0.25
The race will become really interesting after Labour Day.,https://debatepolitics.com/threads/the-race-will-become-really-interesting-after-labour-day.548762/,16,216,race become really interesting labour day,0.5
This election in simple terms.,https://debatepolitics.com/threads/this-election-in-simple-terms.548598/,149,971,election simple term,0.0
24% of Republicans Say Harris is Running a Good Campaign,https://debatepolitics.com/threads/24-of-republicans-say-harris-is-running-a-good-campaign.548767/,14,209,republican say harris running good campaign,0.7
"Trump on transgender kids: ""your kid goes to school & comes home a few days later with an operation...""",https://debatepolitics.com/threads/trump-on-transgender-kids-your-kid-goes-to-school-comes-home-a-few-days-later-with-an-operation.548735/,7,163,trump transgender kid kid go school come home day later operation,0.0
Smart Ones,https://debatepolitics.com/threads/smart-ones.548624/,79,771,smart one,0.21428571428571427
Trump Applauds Attack On Press At Rally,https://debatepolitics.com/threads/trump-applauds-attack-on-press-at-rally.548654/,40,421,trump applauds attack press rally,0.0
Kamala Harris’ $1.7T spending plan exposes her pixie-dust fiscal policy,https://debatepolitics.com/threads/kamala-harris%E2%80%99-1-7t-spending-plan-exposes-her-pixie-dust-fiscal-policy.547860/,46,423,kamala_harris spending plan expose pixiedust fiscal policy,0.0
Where we'd be if Republicans had denounced Trump after Jan. 6th,https://debatepolitics.com/threads/where-wed-be-if-republicans-had-denounced-trump-after-jan-6th.548562/,30,235,wed republican denounced trump jan th,0.0
Dana Bash Comparison Vance vs Harris,https://debatepolitics.com/threads/dana-bash-comparison-vance-vs-harris.548663/,60,375,dana bash comparison vance v harris,0.0
CNN's Jennings Nukes Narrative About Trump's Arlington Visit,https://debatepolitics.com/threads/cnns-jennings-nukes-narrative-about-trumps-arlington-visit.548630/,108,1K,cnns jennings nuke narrative trump arlington visit,0.0
New recording of JD Vance’s dark vision of women and immigration,https://debatepolitics.com/threads/new-recording-of-jd-vance%E2%80%99s-dark-vision-of-women-and-immigration.548673/,5,126,new recording jd vances dark vision woman immigration,-0.0068181818181818205
Trump's Flip-Flopping on Abortion Helps Keep It a Top Issue,https://debatepolitics.com/threads/trumps-flip-flopping-on-abortion-helps-keep-it-a-top-issue.548646/,3,94,trump flipflopping abortion help keep top issue,0.5
We're all Obamacrats now,https://debatepolitics.com/threads/were-all-obamacrats-now.548576/,4,127,obamacrats,0.0
The U.S. economy grew 3% in the second quarter — faster than initially thought,https://debatepolitics.com/threads/the-u-s-economy-grew-3-in-the-second-quarter-%E2%80%94-faster-than-initially-thought.548526/,12,152,u economy grew second quarter faster initially thought,0.0
J.D. Vance's Daily Misogynistic Post,https://debatepolitics.com/threads/j-d-vances-daily-misogynistic-post.548540/,43,419,jd vances daily misogynistic post,0.0
Trump a socialist?,https://debatepolitics.com/threads/trump-a-socialist.548572/,30,267,trump socialist,0.0
"The daily J.D. Vance misogyny thread: Degrading women is how you ""lift people up.""",https://debatepolitics.com/threads/the-daily-j-d-vance-misogyny-thread-degrading-women-is-how-you-lift-people-up.548620/,16,160,daily jd vance misogyny thread degrading woman lift people,0.0
Question for Harris Supporters - Harris's Grocery Store Price Proposal - Do you know what her proposal is?,https://debatepolitics.com/threads/question-for-harris-supporters-harriss-grocery-store-price-proposal-do-you-know-what-her-proposal-is.548583/,186,1K,question harris supporter harris grocery store price proposal know proposal,0.0
Why does everyone think that flip-flopping is a new thing in this election?,https://debatepolitics.com/threads/why-does-everyone-think-that-flip-flopping-is-a-new-thing-in-this-election.548555/,25,245,everyone think flipflopping new thing election,0.13636363636363635
[W: #155] CNN commentator scorches Dems blaming Trump at DNC: 'She's in the White House right now',https://debatepolitics.com/threads/w-155-cnn-commentator-scorches-dems-blaming-trump-at-dnc-shes-in-the-white-house-right-now.547896/,489,4K,w cnn commentator scorch dems blaming trump dnc shes white house right,0.14285714285714285
New OGM poll: Austrians would vote for Harris by a 60-point margin.,https://debatepolitics.com/threads/new-ogm-poll-austrians-would-vote-for-harris-by-a-60-point-margin.548481/,26,279,new ogm poll austrian would vote harris point margin,0.13636363636363635
"Despite dropping out and endorsing Trump, RFK Jr. will remain on almost all ballots, even in swing states.",https://debatepolitics.com/threads/despite-dropping-out-and-endorsing-trump-rfk-jr-will-remain-on-almost-all-ballots-even-in-swing-states.548174/,8,136,despite dropping endorsing trump rfk jr remain almost ballot even swing state,0.0
Kamala's Crutch,https://debatepolitics.com/threads/kamalas-crutch.548453/,176,1K,kamalas crutch,0.0
Bipartisan Kamala?,https://debatepolitics.com/threads/bipartisan-kamala.548476/,23,220,bipartisan kamala,0.0
538 polling,https://debatepolitics.com/threads/538-polling.547987/,119,1K,polling,0.0
Trump shares vulgar post about Harris and Clinton. His ex-adviser has advice for him,https://debatepolitics.com/threads/trump-shares-vulgar-post-about-harris-and-clinton-his-ex-adviser-has-advice-for-him.548534/,16,188,trump share vulgar post harris clinton exadviser advice,-0.7
Kamala Harris on Culture --lol - she's a wordsmith.,https://debatepolitics.com/threads/kamala-harris-on-culture-lol-shes-a-wordsmith.548372/,96,623,kamala_harris culture lol shes wordsmith,0.8
They could have had it all: How the GOP missed a historic opportunity | Opinion,https://debatepolitics.com/threads/they-could-have-had-it-all-how-the-gop-missed-a-historic-opportunity-opinion.548510/,6,91,could gop missed historic opportunity opinion,0.0
RFK Jr. Was My Drug Dealer,https://debatepolitics.com/threads/rfk-jr-was-my-drug-dealer.548482/,13,184,rfk jr drug dealer,0.0
Jesse Watters Tells Us Who He Is,https://debatepolitics.com/threads/jesse-watters-tells-us-who-he-is.548411/,69,478,jesse watters tell u,0.0
"After repeated irregularities, Texas to oversee November election in Harris County",https://debatepolitics.com/threads/after-repeated-irregularities-texas-to-oversee-november-election-in-harris-county.548448/,31,295,repeated irregularity texas oversee november election harris county,0.0
The Question Then Becomes...,https://debatepolitics.com/threads/the-question-then-becomes.548483/,4,111,question becomes,0.0
Trump Truth Social Posts,https://debatepolitics.com/threads/trump-truth-social-posts.548306/,61,678,trump truth social post,0.03333333333333333
PA is the fulcrum of this election,https://debatepolitics.com/threads/pa-is-the-fulcrum-of-this-election.548338/,45,313,pa fulcrum election,0.0
Georgia governor inquires whether he can remove MAGA election board members after series of alarming votes,https://debatepolitics.com/threads/georgia-governor-inquires-whether-he-can-remove-maga-election-board-members-after-series-of-alarming-votes.548325/,5,105,georgia governor inquires whether remove maga election board member series alarming vote,-0.1
Trump does hard hitting interview with Dr. Phil,https://debatepolitics.com/threads/trump-does-hard-hitting-interview-with-dr-phil.548407/,45,442,trump hard hitting interview dr phil,-0.2916666666666667
Vance: teachers who dont have kids distress & disturb him,https://debatepolitics.com/threads/vance-teachers-who-dont-have-kids-distress-disturb-him.548386/,45,388,vance teacher dont kid distress disturb,0.0
"North Carolina moved into ""Tossup"" status",https://debatepolitics.com/threads/north-carolina-moved-into-tossup-status.548421/,17,175,north carolina moved tossup status,0.0
Speaker Johnson issues warning on Harris presidency: 'Only person our adversaries fear less than Biden',https://debatepolitics.com/threads/speaker-johnson-issues-warning-on-harris-presidency-only-person-our-adversaries-fear-less-than-biden.548275/,116,976,speaker johnson issue warning harris presidency person adversary fear less biden,-0.16666666666666666
The Empress Has No Ovaries - Design Suggestions and Mock-ups needed.,https://debatepolitics.com/threads/the-empress-has-no-ovaries-design-suggestions-and-mock-ups-needed.547963/,125,825,empress ovary design suggestion mockups needed,0.0
Trump's Lead over Harris on Crime and Economics Slips. Ipsos Poll,https://debatepolitics.com/threads/trumps-lead-over-harris-on-crime-and-economics-slips-ipsos-poll.548420/,5,117,trump lead harris crime economics slip ipsos poll,0.0
Swifties and Cat Ladies Unite,https://debatepolitics.com/threads/swifties-and-cat-ladies-unite.548423/,6,117,swifties cat lady unite,0.0
JD Vance Has Never Been To a Donut Shop Before Thursday,https://debatepolitics.com/threads/jd-vance-has-never-been-to-a-donut-shop-before-thursday.548077/,57,629,jd vance never donut shop thursday,0.0
"Trump Goes To Border, Does Photo Op In Front Of Wall. The One Built During The Obama Administration",https://debatepolitics.com/threads/trump-goes-to-border-does-photo-op-in-front-of-wall-the-one-built-during-the-obama-administration.548221/,29,314,trump go border photo op front wall one built obama administration,0.0
'This Is Not Sensible Policy': Obama's Chief Economist Dismisses Kamala Harris' Price Gouging Crackdown,https://debatepolitics.com/threads/this-is-not-sensible-policy-obamas-chief-economist-dismisses-kamala-harris-price-gouging-crackdown.548263/,94,709,sensible policy obamas chief economist dismisses kamala_harris price gouging crackdown,0.0
What's Wrong With Vance?,https://debatepolitics.com/threads/whats-wrong-with-vance.548178/,85,870,whats wrong vance,-0.5
Misinformation,https://debatepolitics.com/threads/misinformation.548331/,34,248,misinformation,0.0
Texas sounds like one of those third world sh*thole countries,https://debatepolitics.com/threads/texas-sounds-like-one-of-those-third-world-sh-thole-countries.548359/,6,135,texas sound like one third world shthole country,0.2
Can a Space Academy Be Far Behind?,https://debatepolitics.com/threads/can-a-space-academy-be-far-behind.548290/,20,164,space academy far behind,-0.15000000000000002
JD Vance is going BYE BYE soon,https://debatepolitics.com/threads/jd-vance-is-going-bye-bye-soon.548148/,208,2K,jd vance going bye bye soon,0.0
RFK Jr's speech - discuss in detail,https://debatepolitics.com/threads/rfk-jrs-speech-discuss-in-detail.548232/,140,872,rfk jr speech discus detail,0.0
Jon Stewart exposes total dem hypocrisy in 60 seconds,https://debatepolitics.com/threads/jon-stewart-exposes-total-dem-hypocrisy-in-60-seconds.548192/,36,376,jon stewart expose total dem hypocrisy second,0.0
‘America is not a museum’: Why Democrats are going big on housing despite the risks,https://debatepolitics.com/threads/%E2%80%98america-is-not-a-museum%E2%80%99-why-democrats-are-going-big-on-housing-despite-the-risks.548295/,8,107,america museum democrat going big housing despite risk,0.0
Trump putting his audience to sleep,https://debatepolitics.com/threads/trump-putting-his-audience-to-sleep.548323/,13,156,trump putting audience sleep,0.0
Now Trump wants more Immigrants.,https://debatepolitics.com/threads/now-trump-wants-more-immigrants.548180/,31,319,trump want immigrant,0.0
"Tim Walz faces another accusation of misrepresentation in unearthed, blistering letter: ‘Remove any reference’",https://debatepolitics.com/threads/tim-walz-faces-another-accusation-of-misrepresentation-in-unearthed-blistering-letter-%E2%80%98remove-any-reference%E2%80%99.548247/,60,637,tim walz face another accusation misrepresentation unearthed blistering letter remove reference,0.0
Critics Slam Kamala Harris Over Vow to ‘Snatch’ Patents,https://debatepolitics.com/threads/critics-slam-kamala-harris-over-vow-to-%E2%80%98snatch%E2%80%99-patents.547944/,43,375,critic slam kamala_harris vow snatch patent,0.0
Democratic pollsters have a warning about Kamala Harris’ lead,https://debatepolitics.com/threads/democratic-pollsters-have-a-warning-about-kamala-harris%E2%80%99-lead.548227/,54,519,democratic pollster warning kamala_harris lead,0.0
Trump's Tariffs Are A Disaster,https://debatepolitics.com/threads/trumps-tariffs-are-a-disaster.548269/,6,124,trump tariff disaster,0.0
Quotes that you thought were memorable from the DNC convention,https://debatepolitics.com/threads/quotes-that-you-thought-were-memorable-from-the-dnc-convention.548233/,22,206,quote thought memorable dnc convention,0.5
Sure sign inflation has not abated?,https://debatepolitics.com/threads/sure-sign-inflation-has-not-abated.548235/,2,70,sure sign inflation abated,0.5
Will RFK Jr. dropping out impact the election?,https://debatepolitics.com/threads/will-rfk-jr-dropping-out-impact-the-election.547912/,30,251,rfk jr dropping impact election,0.0
The Hellscape of Donald Trump's America,https://debatepolitics.com/threads/the-hellscape-of-donald-trumps-america.548172/,15,164,hellscape donald_trumps america,0.0
Two Questions,https://debatepolitics.com/threads/two-questions.548136/,29,314,two question,0.0
What the MSM isn't telling you,https://debatepolitics.com/threads/what-the-msm-isnt-telling-you.548129/,29,322,msm isnt telling,0.0
Harris won't do Fox debate,https://debatepolitics.com/threads/harris-wont-do-fox-debate.547776/,487,3K,harris wont fox debate,0.0
The ratings comparison.,https://debatepolitics.com/threads/the-ratings-comparison.548113/,9,134,rating comparison,0.0
Nate Silver: estimates from removing RFK: +.8 Harris / +1.1 Trump,https://debatepolitics.com/threads/nate-silver-estimates-from-removing-rfk-8-harris-1-1-trump.548151/,10,141,nate silver estimate removing rfk harris trump,0.0
It’s obvious why Kamala avoids the press,https://debatepolitics.com/threads/it%E2%80%99s-obvious-why-kamala-avoids-the-press.547382/,42,323,obvious kamala avoids press,0.0
Kamala needs to address pressing issues,https://debatepolitics.com/threads/kamala-needs-to-address-pressing-issues.548088/,94,698,kamala need address pressing issue,0.0
Fact-checking Day 4 of the Democratic National Convention,https://debatepolitics.com/threads/fact-checking-day-4-of-the-democratic-national-convention.548049/,112,746,factchecking day democratic national convention,0.0
Donald Trump Says Kamala Harris' Nomination 'Not Fair',https://debatepolitics.com/threads/donald-trump-says-kamala-harris-nomination-not-fair.547780/,40,405,donald_trump say kamala_harris nomination fair,0.7
Trump says every day will be filled with joy if he wins the election.,https://debatepolitics.com/threads/trump-says-every-day-will-be-filled-with-joy-if-he-wins-the-election.548103/,12,127,trump say every day filled joy win election,0.6666666666666666
Trump’s Secret Guest In AZ,https://debatepolitics.com/threads/trump%E2%80%99s-secret-guest-in-az.548081/,30,326,trump secret guest az,-0.4
The DNC Propaganda Machine Flipped the Scripped on Kamalamadingdong.,https://debatepolitics.com/threads/the-dnc-propaganda-machine-flipped-the-scripped-on-kamalamadingdong.547879/,102,694,dnc propaganda machine flipped scripped kamalamadingdong,-0.1
Trump Georgia Flip-Flop,https://debatepolitics.com/threads/trump-georgia-flip-flop.548052/,8,104,trump georgia flipflop,0.0
Melania to Speak on Final Night of DNC,https://debatepolitics.com/threads/melania-to-speak-on-final-night-of-dnc.547872/,138,1K,melania speak final night dnc,0.0
Polls: Trump is still doing better than Harris (compared to 2020),https://debatepolitics.com/threads/polls-trump-is-still-doing-better-than-harris-compared-to-2020.547209/,36,404,poll trump still better harris compared,0.5
RFK Press Conference about to begin,https://debatepolitics.com/threads/rfk-press-conference-about-to-begin.548071/,85,711,rfk press conference begin,0.0
This is not the Democratic Party of 2020,https://debatepolitics.com/threads/this-is-not-the-democratic-party-of-2020.548047/,18,140,democratic party,0.0
"Who was the ""big surprise"" performer?",https://debatepolitics.com/threads/who-was-the-big-surprise-performer.548010/,18,217,big surprise performer,0.0
When you decide to rent your second home...,https://debatepolitics.com/threads/when-you-decide-to-rent-your-second-home.548053/,10,134,decide rent second home,0.0
The Central Park Five Are Just Crucifying Trump Right Now At The DNC,https://debatepolitics.com/threads/the-central-park-five-are-just-crucifying-trump-right-now-at-the-dnc.547990/,82,542,central park five crucifying trump right dnc,0.14285714285714285
DNC Convention - Full Episodes,https://debatepolitics.com/threads/dnc-convention-full-episodes.547948/,7,67,dnc convention full episode,0.35
Most GOP-devastating statistic in Bill Clinton's DNC speech confirmed by fact checker,https://debatepolitics.com/threads/most-gop-devastating-statistic-in-bill-clintons-dnc-speech-confirmed-by-fact-checker.547945/,16,173,gopdevastating statistic bill clinton dnc speech confirmed fact checker,0.4
Guess Trump figured out he needs Georgia,https://debatepolitics.com/threads/guess-trump-figured-out-he-needs-georgia.548000/,6,194,guess trump figured need georgia,0.0
Trump At the Border,https://debatepolitics.com/threads/trump-at-the-border.547981/,3,93,trump border,0.0
Why has the media normalized Trump's hate filled spew?,https://debatepolitics.com/threads/why-has-the-media-normalized-trumps-hate-filled-spew.547997/,7,97,medium normalized trump hate filled spew,-0.2
DNC: A week of hype and no substance,https://debatepolitics.com/threads/dnc-a-week-of-hype-and-no-substance.547918/,22,220,dnc week hype substance,0.0
Contrasting the conventions,https://debatepolitics.com/threads/contrasting-the-conventions.547865/,24,210,contrasting convention,0.0
Not Trying To Lose the Weird Label,https://debatepolitics.com/threads/not-trying-to-lose-the-weird-label.547960/,4,82,trying lose weird label,-0.5
Kamala Harris reports massively outraising Trump in July,https://debatepolitics.com/threads/kamala-harris-reports-massively-outraising-trump-in-july.547870/,49,271,kamala_harris report massively outraising trump july,0.0
"The Polls Have Shifted Toward Harris. Is It Real, or Something Else?",https://debatepolitics.com/threads/the-polls-have-shifted-toward-harris-is-it-real-or-something-else.547800/,71,650,poll shifted toward harris real something else,0.2
Seth Meyers Approves of the Obamas Dissing Donald Trump,https://debatepolitics.com/threads/seth-meyers-approves-of-the-obamas-dissing-donald-trump.547934/,11,126,seth meyers approves obamas dissing donald_trump,0.0
2024 US Presidential Election Campaign Videos,https://debatepolitics.com/threads/2024-us-presidential-election-campaign-videos.547911/,10,144,u presidential election campaign video,0.0
Democrats Wonder If Kamala Can Actually Win,https://debatepolitics.com/threads/democrats-wonder-if-kamala-can-actually-win.547840/,84,714,democrat wonder kamala actually win,0.8
Michelle's Humble Beginnings,https://debatepolitics.com/threads/michelles-humble-beginnings.547905/,37,284,michelles humble beginning,-0.2
RFK Jr. to ‘address the nation’ as he weighs whether to drop out and endorse Trump,https://debatepolitics.com/threads/rfk-jr-to-%E2%80%98address-the-nation%E2%80%99-as-he-weighs-whether-to-drop-out-and-endorse-trump.547878/,15,176,rfk jr address nation weighs whether drop endorse trump,0.0
Harris wants to forgive medical debt for millions of Americans,https://debatepolitics.com/threads/harris-wants-to-forgive-medical-debt-for-millions-of-americans.547882/,17,132,harris want forgive medical debt million american,0.0
"Why didn't Democrats vote in the FL primaries yesterday, but Republicans did ?",https://debatepolitics.com/threads/why-didnt-democrats-vote-in-the-fl-primaries-yesterday-but-republicans-did.547867/,3,115,didnt democrat vote fl primary yesterday republican,0.4
The GOP Has Picked Their Message On VP Harris. She's A 'Kammunist,https://debatepolitics.com/threads/the-gop-has-picked-their-message-on-vp-harris-shes-a-kammunist.547585/,114,1K,gop picked message vp harris shes kammunist,0.0
RFK Jr. and his VP candidate Nicole Shanahan are debating if they should end their campaign and endorse Trump instead.,https://debatepolitics.com/threads/rfk-jr-and-his-vp-candidate-nicole-shanahan-are-debating-if-they-should-end-their-campaign-and-endorse-trump-instead.547803/,42,419,rfk jr vp candidate nicole shanahan debating end campaign endorse trump instead,0.0
"Harris proposes raising the corporate tax rate to 28%, rolling back a Trump law",https://debatepolitics.com/threads/harris-proposes-raising-the-corporate-tax-rate-to-28-rolling-back-a-trump-law.547732/,159,1K,harris proposes raising corporate tax rate rolling back trump law,0.0
"Grisham: Trump calls supporters ""basement dwellers""",https://debatepolitics.com/threads/grisham-trump-calls-supporters-basement-dwellers.547856/,8,114,grisham trump call supporter basement dweller,0.0
RFK Jr. running mate Shanahan says they’re considering endorsing Trump,https://debatepolitics.com/threads/rfk-jr-running-mate-shanahan-says-they%E2%80%99re-considering-endorsing-trump.547859/,9,111,rfk jr running mate shanahan say theyre considering endorsing trump,0.0
Opinion: Trump and Vance take aim at the military,https://debatepolitics.com/threads/opinion-trump-and-vance-take-aim-at-the-military.547855/,3,117,opinion trump vance take aim military,-0.1
The Economist predicts Harris wins the electoral votes to win,https://debatepolitics.com/threads/the-economist-predicts-harris-wins-the-electoral-votes-to-win.547668/,70,660,economist predicts harris win electoral vote win,0.8
"If you could craft one negative Trump campaign ad for the DNC to broadcast in primetime, what would it be?",https://debatepolitics.com/threads/if-you-could-craft-one-negative-trump-campaign-ad-for-the-dnc-to-broadcast-in-primetime-what-would-it-be.547789/,10,111,could craft one negative trump campaign ad dnc broadcast primetime would,-0.3
"Trump in KKK town brags that ""suburban"" women love him because he keeps the ""poor people"" away. How does one identify a ""poor person?"" wink, wink...",https://debatepolitics.com/threads/trump-in-kkk-town-brags-that-suburban-women-love-him-because-he-keeps-the-poor-people-away-how-does-one-identify-a-poor-person-wink-wink.547818/,9,144,trump kkk town brag suburban woman love keep poor people away one identify poor person wink wink,-0.07500000000000001
Anyone watching the DNC tonight?,https://debatepolitics.com/threads/anyone-watching-the-dnc-tonight.547828/,37,306,anyone watching dnc tonight,0.0
RFK trying to get position with either candidate in exchange for endorsement,https://debatepolitics.com/threads/rfk-trying-to-get-position-with-either-candidate-in-exchange-for-endorsement.547368/,12,125,rfk trying get position either candidate exchange endorsement,0.0
